,moduleCode,title,semesters
6457,TIC2002,Introduction to Software Engineering,[1]
6458,TIC2003,Software Development Project,[2]
6459,TIC2101,Information Systems and Organisations,[1]
6460,TIC2301,Introduction to Information Security,[1]
6461,TIC2401,Introduction to Computer Systems,[2]
6462,TIC2501,Computer Networks and Applications,[2]
6463,TIC2601,Database and Web Applications,[1]
6464,TIC2701,Principles of Programming Languages,[2]
6465,TIC2901,Communications for Computing Professionals,[1]
6466,TIC3001,Software Requirements Analysis and Design,[2]
6467,TIC3002,User Interface Design and Implementation,[2]
6468,TIC3301,Information Security Management,[2]
6469,TIC3302,Computer Systems Security,[2]
6470,TIC3901,Industrial Practice,"[1, 2, 3]"
6471,TIC4003,Software Project Management,[2]
6472,TIC4004,Software Quality Control,[1]
6473,TIC4303,Software Security,[1]
6474,TIC4304,Web Security,[2]
6475,TIC4305,Network Security,[1]
6476,TIC4901,Independent Project,"[2, 3]"
6477,TIC4902B,Business Analytics Capstone Project,"[1, 2, 3]"
6478,TIC4902C,Cybersecurity Capstone Project,"[1, 2, 3]"
6479,TIC4902S,Software Engineering Capstone,"[1, 2, 3]"
6480,TIE2010,Introduction to Industrial System,[1]
6481,TIE2030,Programming Methodology with Python,[1]
6482,TIE2100,Probability Models with Applications,[2]
6483,TIE2110,Operations Research I,[1]
6484,TIE2130,Quality Engineering I,[1]
6485,TIE3010,Systems Thinking and Design,[2]
6486,TIE3100,Systems Design Project,"[1, 2, 3]"
6487,TIE3101,Statistics for Engineering Applications,[1]
6488,TIE3110,Simulation,[1]
6489,TIE4101,B.Tech. Dissertation,"[1, 2, 3]"
6490,TIE4203,Decision Analysis in Industrial & Operations Management,[1]
6491,TIE4212,Advanced Modeling in Operations Management,[2]
6492,TIE4213,Data Analytics for Operations Management,[2]
6493,TIE4220,Supply Chain Modelling,[2]
6494,TIE4230,Quality Engineering II,[1]
6495,TIE4240,Project Management,[1]
6496,TIE4242,Cost Analysis And Management,[2]
6497,TIE4252,Introduction to Systems Engineering,[1]
6498,TMA1001,Introductory Mathematics,[1]
6499,TMA2101,Calculus for Computing,[2]
6500,TMA2102,Linear Algebra,[3]
6501,TMA2103,Probability and Statistics,[1]
6502,TME2101,Fundamentals of Mechanical Design,[2]
6503,TME2114,Mechanics of Materials II,[2]
6504,TME2121,Engineering Thermodynamics,[1]
6505,TME2142,Feedback Control Systems,[1]
6506,TME2151,Principles of Mechanical Engineering Materials,[1]
6507,TME3101,Mechanical Systems Design,[2]
6508,TME3122,Heat Transfer,[2]
6509,TME3242,Automation,[1]
6510,TME3251,Materials For Engineers,[2]
6511,TME3261,Computer-Aided Design and Manufacturing,[1]
6512,TME3273,Understanding Experimental Data,[1]
6513,TME4102,B.Tech. Dissertation,"[1, 2, 3]"
6514,TME4223,Thermal Environmental Engineering,[1]
6515,TME4261,Tool Engineering,[2]
6516,TME4264,Fundamentals of Automotive Engineering,[2]
6517,TPS5101,Text and Performance,[1]
6518,TPS5201,Collaborative Performance Creation,[2]
6519,TPS5202,Theatre and Civil Dramaturgy,[1]
6520,TPS5203,Movement as Critique,[1]
6521,TPS5212,Asian International Cinema,[1]
6522,TPS5213,Performing Shakespeare in Asia,[2]
6523,TPS5214,Performance Ethnography,[2]
6524,TPS5215,Theatre and the Novel,[2]
6525,TPS5216,Adaptations and Remakes,[2]
6526,TPS5232,"Performance, History and Cultural Memory",[2]
6527,TPS5241,Digital Archiving and Live Performance,[1]
6528,TPS5242,"Visualising Orientalism, Travel and Performance",[1]
6529,TPS5243,Data Analysis and Visualization for Theatre Research,[2]
6530,TR3002N,New Venture Creation,"[1, 2]"
6531,TR3201N,Entrepreneurship Practicum,"[1, 2]"
6532,TR3202I,Start-up Internship Programme,"[1, 2]"
6533,TR3202N,Start-up Internship Programme,"[1, 2]"
6534,TR3202S,Start-up Internship Programme,"[1, 2]"
6535,TR3202T,Start-up Internship Programme,"[1, 2]"
6536,TR3203E,Start-up Case Study & Analysis,"[1, 2]"
6537,TR3203I,Start-up Case Study & Analysis,"[1, 2]"
6538,TR3203N,Start-up Case Study & Analysis,"[1, 2]"
6539,TR3203P,Start-up Case Study & Analysis,"[1, 2]"
6540,TR3203T,Start-up Case Study & Analysis,"[1, 2]"
6541,TR3204S,Entrepreneurship Practicum (Short),"[1, 2]"
6542,TR3204T,Entrepreneurship Practicum (Short),"[1, 2]"
6543,TR3301,Summer Programme in Entrepreneurship,[4]
6544,TR4049N,Seminars in Entrepreneurship - Lean Startup: Market Validation,"[1, 2]"
6545,TR4049T,Seminars in Entrepreneurship - Lean Startup: Market Validation,"[1, 2]"
6546,TR5049,Lean Startup Practicum,"[1, 2]"
6547,TR5302,Experiential Entrepreneurship Internship,"[1, 2]"
6548,TRA2101,Basic Translation,[1]
6549,TRA3203,Film and Television Subtitling Translation,[2]
6550,TRA3204,Literary Translation,[1]
6551,TRA3205,Translation and Interpreting technologies,[2]
6552,TS1101E,Introduction to Theatre and Performance,"[1, 2]"
6553,TS2233,Making Contemporary Performance,[1]
6554,TS2235,Marketing the Arts and Leisure Services,[2]
6555,TS2240,Voice Studies and Production,[1]
6556,TS2243,Film Genres: Stars and Styles,[2]
6557,TS3103,Theatre Lab,[2]
6558,TS3222,Applied Theatre,[1]
6559,TS3243,Stage and Screen,[1]
6560,TS3246,Shakespeare and Asian Performances,[1]
6561,TS3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
6562,TS4218,Theatre and Postmodernism,[2]
6563,TS4218HM,Theatre and Postmodernism,[2]
6564,TS4220,Shakespeare and Film,[2]
6565,TS4220HM,Shakespeare and Film,[2]
6566,TS4221,Performance Research,[1]
6567,TS4221HM,Performance Research,[1]
6568,TS4401,Honours Thesis,"[1, 2]"
6569,TS4401HM,Honours Thesis,"[1, 2]"
6570,TS4660,Independent Study,"[1, 2]"
6571,TS4660HM,Independent Study,"[1, 2]"
6572,TS5660,Independent Study,"[1, 2]"
6573,TS6660,Independent Study,"[1, 2]"
6574,TSC3100,Supply Chain Design,"[1, 2, 3]"
6575,TSC3222,Global Sourcing & Supply Management,[1]
6576,TSC3223,Supply Chain Financial Analysis and Management,[3]
6577,TSC3224,Distribution & Warehousing,[1]
6578,TSC3226,Transportation Management,[1]
6579,TSC4101,B. Tech Dissertation,"[1, 2, 3]"
6580,TSC4225,Port Logistics,[2]
6581,TTG1401,Engineering Mathematics I,"[1, 2]"
6582,TTG2401,Engineering Mathematics II,"[1, 2]"
6583,TTG2415,Ethics In Engineering,[3]
6584,TTG2901,Communications for Engineering Professionals,[2]
6585,TTG3001,Industrial Practice,"[1, 2, 3]"
6586,TTG3002,Industrial Practice,"[1, 2, 3]"
6587,UD5221,Urban Design Theory and Discourse,[1]
6588,UD5601,Urban Design Studio 1,[1]
6589,UD5602,Urban Studio Design 2,[2]
6590,UD5625,Methods and Tools for Urban Design,[1]
6591,UD5626,Urban Economics,[1]
6592,UD5628,Critique of Contemporary Urban Design,[2]
6593,UD5641,Dissertation,[2]
6594,UIS3931,Independent Study Module,[1]
6595,UIS3932,Independent Study Module,[1]
6596,UIS4932,Independent Study Module,[1]
6597,UTC1102B,Junior Seminar: The Darwinian Revolution,[1]
6598,UTC1102C,Junior Seminar: Fakes,"[1, 2]"
6599,UTC1102G,Junior Seminar: Proof: What’s Truth got to do with it?,[1]
6600,UTC1102S,Living and Dying in the Internet Age,[2]
6601,UTC1113,Ignorance and Knowing,"[1, 2]"
6602,UTC1115,Junior Seminar Engineering Marvels,[1]
6603,UTC1119,Junior Seminar: Crime and Punishment,"[1, 2]"
6604,UTC1120,Junior Seminar: Emotions and Society,[2]
6605,UTC1123,The Nuclear Imagination,[2]
6606,UTC1402,Jr Sem: Pathways to Adulthood,"[1, 2]"
6607,UTC1403,Jr Sem: Hidden Communities,[2]
6608,UTC1409,Jr Sem: The Pursuit of Happiness,[1]
6609,UTC1416,"Jr Sem: Games, Game Communities and Society",[1]
6610,UTC1417,Jr Sem: Bioethics in the 21st Century,[2]
6611,UTC1419,Jr Sem: Inside the Museum: Collections and the Public,[2]
6612,UTC1421,Jr Sem: Social Capital and Life Outcomes,[1]
6613,UTC1422,Jr Sem: Relationships in the Digital Age,[2]
6614,UTC1702B,Thinking in Systems: Diseases and Healthcare,"[1, 2]"
